Category,"Category Id","Manufacture Code","Product Name","Product Code","Manufacture Name","Short Description","Unit Measure",Weight,"Stock Qty",ExTax,IncTax,GTIN,RRP,Specification,Overview,Image
"22"" to 23"" Monitor",1640,62A8KAR1AU,"Lenovo 62A8KAR1AU 23.8"" Full-HD VA Monitor HDMI VGA",MOL62A8KAR1AU,Lenovo,"Lenovo 62A8KAR1AU 23.8"" Full-HD VA Monitor HDMI VGA ",Box,12,0,129,141.9,,,,"
	Lenovo 62A8KAR1AU 23.8&quot; Full-HD VA Monitor HDMI VGA
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_6227538921687826677.jpg
"22"" to 23"" Monitor",1640,VC239H,"Asus VC239H 23"" Frameless Monitor IPS 16:9 5ms 60 Hz SPK",MOAVC239H,Asus,"Asus VC239H 23"" Frameless Monitor IPS 16:9 5ms 60 Hz SPK",Box,15,0,209,229.9,04712900044386,199.00,"
	Coming Soon
","
	Asus VC239H 23&quot; Frameless Monitor IPS 16:9 5ms 60 Hz SPK

	
		
			
				
					
						
							
								Audio
						
						
							
								Speakers:
							
								Yes&nbsp;
						
					
				
				
					
						
							
								Basic
						
						
							
								Aspect Ratio:
							
								16:9&nbsp;
						
						
							
								Backlight Technology:
							
								LED&nbsp;
						
						
							
								Brand Name:
							
								Asus&nbsp;
						
						
							
								Brightness:
							
								250 cd/m&sup2;&nbsp;
						
						
							
								Built-in Devices:
							
								Speaker&nbsp;
						
						
							
								Colour Support:
							
								16.7 Million Colours&nbsp;
						
						
							
								Colour:
							
								Black&nbsp;
						
						
							
								Contrast Ratio:
							
								80,000,000:1&nbsp;
						
						
							
								DVI:
							
								Yes&nbsp;
						
						
							
								Environmentally Friendly:
							
								Yes&nbsp;
						
						
							
								HDMI:
							
								Yes&nbsp;
						
						
							
								Maximum Resolution:
							
								1920 x 1080&nbsp;
						
						
							
								Number of Screens:
							
								1&nbsp;
						
						
							
								Product Family:
							
								VC&nbsp;
						
						
							
								Product Type:
							
								LCD Monitor&nbsp;
						
						
							
								Response Time:
							
								5 ms&nbsp;
						
						
							
								Screen Mode:
							
								Full HD&nbsp;
						
						
							
								Screen Size:
							
								58.4 cm (23&quot;)&nbsp;
						
						
							
								Speakers:
							
								Yes&nbsp;
						
						
							
								VESA Mount Compatible:
							
								Yes&nbsp;
						
						
							
								VGA:
							
								Yes&nbsp;
						
					
				
				
					
						
							
								Built-in Devices
						
						
							
								Built-in Devices:
							
								Speaker&nbsp;
						
					
				
				
					
						
							
								General Information
						
						
							
								Brand Name:
							
								Asus&nbsp;
						
						
							
								Manufacturer Part Number:
							
								VC239H&nbsp;
						
						
							
								Manufacturer Website Address:
							
								http://www.asus.com/au
						
						
							
								Manufacturer:
							
								ASUS Computer International&nbsp;
						
						
							
								Product Model:
							
								VC239H&nbsp;
						
						
							
								Product Name:
							
								VC239H Widescreen LCD Monitor&nbsp;
						
						
							
								Product Series:
							
								VC&nbsp;
						
						
							
								Product Type:
							
								LCD Monitor&nbsp;
						
					
				
				
					
						
							
								Interfaces/Ports
						
						
							
								DVI:
							
								Yes&nbsp;
						
						
							
								HDMI:
							
								Yes&nbsp;
						
						
							
								VGA:
							
								Yes&nbsp;
						
					
				
				
					
						
							
								Miscellaneous
						
						
							
								Environmentally Friendly:
							
								Yes&nbsp;
						
					
				
				
					
						
							
								Physical Characteristics
						
						
							
								Colour:
							
								Black&nbsp;
						
						
							
								Depth with Stand:
							
								199.55 mm&nbsp;
						
						
							
								Depth:
							
								45.8 mm&nbsp;
						
						
							
								VESA Mount Compatible:
							
								Yes&nbsp;
						
						
							
								Weight (Approximate):
							
								3.40 kg&nbsp;
						
						
							
								Width with Stand:
							
								533.20 mm&nbsp;
						
						
							
								Width:
							
								533.2 mm&nbsp;
						
					
				
				
					
						
							
								Technical Information
						
						
							
								Aspect Ratio:
							
								16:9&nbsp;
						
						
							
								Backlight Technology:
							
								LED&nbsp;
						
						
							
								Number of Screens:
							
								1&nbsp;
						
						
							
								Response Time:
							
								5 ms&nbsp;
						
						
							
								Screen Mode:
							
								Full HD&nbsp;
						
						
							
								Screen Size:
							
								58.4 cm (23&quot;)&nbsp;
						
					
				
				
					
						
							
								Video
						
						
							
								Brightness:
							
								250 cd/m&sup2;&nbsp;
						
						
							
								Colour Support:
							
								16.7 Million Colours&nbsp;
						
						
							
								Contrast Ratio:
							
								80,000,000:1&nbsp;
						
						
							
								Maximum Resolution:
							
								1920 x 1080&nbsp;
						
					
				
			
		
	


	&nbsp;
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_3698838321550713989.jpg
"22"" to 23"" Monitor",1640,VP228NE,"Asus VP228NE 21.5"" Gaming Monitor 1ms 60 Hz Dsub DVI",MOAVP228NE,Asus,"ASUS VP228NE 21.5"" LED MONITOR (DVI, VGA)",Box,13,0,195,214.5,00889349229613,159.00,"
	
		
			Display
			
				Panel Size:  Wide Screen 21.5&quot;(54.6cm) 16:9
				True Resolution : 1920x1080
				Display Surface Non-glare
				Pixel Pitch : 0.248mm
				Brightness(Max) : 200 cd/?
				ASUS Smart Contrast Ratio (ASCR) : 100000000:1
				Viewing Angle (CR?10) : 90&deg;(H)/65&deg;(V)
				Response Time : 1ms (Gray to Gray)
				Display Colors : 16.7M
				Flicker free 
		
		
			Video Feature
			
				Trace Free Technology : Yes
				SPLENDID Video Preset Modes : 8 Modes (sRGB Mode/Scenery Mode/Theater Mode/Standard Mode/Night View Mode/Game Mode/Reading Mode/Darkroom Mode)
				Skin-Tone Selection : 3 Modes
				Color Temperature Selection : 4 Modes
				QuickFit (modes) : Yes (Alignment Grid/Photo Modes)
				GamePlus(modes) :  Yes (Crosshair/Timer)
				Low Blue Light : Yes
				HDCP support : Yes
				VividPixel : Yes
				Smart View Technology : Yes
		
		
			Convenient Hotkey
			
				Auto. Adjustment
				Blue Light Filter
				Brightness Adjustment
		
		
			I/O Ports
			
				Signal Input : D-Sub, DVI-D
		
		
			Signal Frequency
			
				Analog Signal Frequency : 30~83 KHz(H)/ 50~75 Hz(V)
				Digital Signal Frequency : 30~83 KHz(H)/ 50~75 Hz(V)
		
		
			Power Consumption
			
				Power On : &lt;21.1W (Based on EnergyStar 6.0)
				Power Saving/Off : &lt;0.5W
				100-240V, 50/60Hz
		
		
			Mechanical Design
			
				Chassis Colors : Black
				Tilt : +20&deg;~-5&deg;
				VESA Wall Mounting : 100x100mm
		
		
			Security
			
				Kensington lock
		
		
			Dimensions
			
				Phys. Dimension with Stand(WxHxD): 513x373x199.4mm
				Phys. Dimension without Stand(WxHxD): 513x309x52.1mm(For VESA Wall Mount)
				Box Dimension(WxHxD):565x440x123 mm
		
		
			Weight
			
				Net Weight (Esti.): 3.5kg
				Gross Weight (Esti.): 5.3kg
		
		
			Accessories
			
				DVI cable (Optional)
				VGA cable
				Audio cable(Optional)
				Power cord
				Quick start guide
				Warranty Card
		
		
			Compliance and Standards
			
				Energy Star&reg;, BSMI, CB, CCC, CE, CEL level 1, CU, ErP, FCC, J-MOSS, PSB, PSE, RoHS, TCO6.0, UL/cUL, VCCI, WEEE, WHQL (Windows 8.1, Windows 7), MEPS, RCM, TUV Flicker-free , TUV Low Blue Light
		
	

","
	Superior Image Quality Meets Classic Elegant Design

	VP228NE 21.5&rdquo; Full HD monitor with 100,000,000:1 high contrast ratio, ASUS-exclusive SplendidPlus and VivdPixel technologies is optimized for the finest image and color quality. This approach extends to the study stand and slim profile without compromising style in ensuring stability and durability.

	&nbsp;

	
		
			
				
					100,000,000:1 ASUS Smart Contrast Ratio
				
					Dynamically enhances the display&rsquo;s contrast by adjusting the luminance of the backlight to achieve the darkest black and brightest white &ndash; delivering lifelike images.
				
					&nbsp;
			
		
		
			
				
					
			
		
	


	1ms Quick Response Time

	1ms (GTG) quick response time eliminates ghosting and tracers for more fluid video playback.
	
	&nbsp;

	ASUS-exclusive GamePlus Technology

	When it comes to design, ASUS always have customers in mind &ndash; the ASUS VP228NE features the ASUS-exclusive GamePlus hotkey with crosshair and timer functions. Gamers can select four different crosshair types to suit the gaming environment; while the latter keeps players aware of the elapsed time in real-time strategy games. These tools allow gamers to practice and improve on their gaming skills.

	

	
	&nbsp;

	ASUS-exclusive SplendidPlus Technologies

	We&rsquo;ve raised the bar by incorporating some of our proprietary technologies into the ASUS VP228NE to give you a truly vivid visual experience. The VP228NE features the new SplendidPlus&trade; Video Intelligence Technology that optimizes videos and images by enhancing color brightness, contrast, and sharpness. SplendidPlus&trade; features two new modes &ndash; Reading and Darkroom &ndash; in addition to the Scenery, Standard, Theater, sRGB, and Night View modes. Low-blue Light and Flicker-free technologies also reduce the strain on your eyes after long periods of use.

	&nbsp;

	
	
	 
	
	&nbsp;

	VividPixel Technology for Best Picture Quality

	ASUS VividPixel Technology helps enhance image outlines and reduce noise bars for crystal-clear and detail-oriented viewing.

	&nbsp;

	 
	
	&nbsp;

	Protect Your Eyes with ASUS Eye Care Technology

	The VP228NE has undergone stringent performance tests and is certified by T&Uuml;V Rheinland laboratories, a global provider of technical, safety, and certification services, to be flicker-free and to emit low blue light levels.
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_917152351660536064.jpg
"23"" ~ 24"" All In One PC",123,12B60008AU,"Lenovo 12B60008AU Neo 50a 24 Gen 3 i5 23.8"" 256G 16G W11P",AIOL12B60008AU,Lenovo,"Lenovo 12B60008AU Neo 50a 24 Gen 3 i5 23.8"" 256G 16G W11P",Box,15,0,1399,1538.9,,,,"
	Lenovo 12B60008AU Neo 50a 24 Gen 3 i5 23.8&quot; 256G 16G W11P
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_563972121684112179.jpg
"23"" ~ 24"" All In One PC",123,"Modern AM242TP 1M-1254AU","MSI Modern AM242TP 1M-1254AU Black AIO 23.8"" Touch Core 5",AIOM1M-1254AU,MSI,"MSI Modern AM242TP 1M-1254AU Black AIO 23.8"" Touch Core 5",Box,15,0,1499,1648.9,NULL,,,"
	MSI Modern AM242TP 1M-1254AU Black AIO 23.8&quot; Touch Core 5

	&nbsp;

	
		Windows 11 Home - MSI recommends Windows 11 Pro for business
	
		23.8&ldquo; IPS Grade Panel LED Backlight (1920 x 1080 FHD) with TUV Certified Anti-Flicker &amp; Less Blue Light technologies
	
		Up to Intel&reg; Core&trade; 7 Processor 150U with DDR5 memory
	
		In-cell 10-point Touch Screen (Non-touch for Modern AM242P 1M)
	
		Adjustable stand provides a convenient working environment
	
		The Instant Display Technology allows the Modern AM242 series to function as a monitor without requiring the system to boot up.
	
		dTPM and the built-in FHD webcam featuring Windows Hello improve user privacy and secure confidential data
	
		MSI Storage Rapid Upgrade Design facilitates rapid upgrading or maintenance of 2.5&quot; storage
	
		MSI Cloud Center enables users to create a private cloud and backup files from Android and iOS devices
	
		MSI AI Engine automatically detects user scenarios and adjusts performance, sound effects, and display mode accordingly
	
		24/7 Qualified Reliability Test

",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_7106268461729564902.jpg
"23"" ~ 24"" All In One PC",123,"Modern AM242TP 1M-1255AU","MSI Modern AM242TP 1M-1255AU White AIO 23.8"" Touch Core 5 ",AIOM1M-1255AU,MSI,"MSI Modern AM242TP 1M-1255AU White AIO 23.8"" Touch Core 5 ",Box,15,0,1499,1648.9,,,,"
	MSI Modern AM242TP 1M-1255AU White AIO 23.8&quot; Touch Core 5

	&nbsp;

	&nbsp;

	
		Windows 11 Home - MSI recommends Windows 11 Pro for business
	
		23.8&ldquo; IPS Grade Panel LED Backlight (1920 x 1080 FHD) with TUV Certified Anti-Flicker &amp; Less Blue Light technologies
	
		Up to Intel&reg; Core&trade; 7 Processor 150U with DDR5 memory
	
		In-cell 10-point Touch Screen (Non-touch for Modern AM242P 1M)
	
		Adjustable stand provides a convenient working environment
	
		The Instant Display Technology allows the Modern AM242 series to function as a monitor without requiring the system to boot up.
	
		dTPM and the built-in FHD webcam featuring Windows Hello improve user privacy and secure confidential data
	
		MSI Storage Rapid Upgrade Design facilitates rapid upgrading or maintenance of 2.5&quot; storage
	
		MSI Cloud Center enables users to create a private cloud and backup files from Android and iOS devices
	
		MSI AI Engine automatically detects user scenarios and adjusts performance, sound effects, and display mode accordingly
	
		24/7 Qualified Reliability Test

",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_4169772511729564757.jpg
"24"" Monitor",1650,242E1GSJ,"Philips 242E1GSJ 23.8"" FHD 144HZ Freesync Gaming Monitor",MOP242E1GSJ,Philips,"Philips 242E1GSJ 23.8"" FHD 144HZ Freesync Gaming Monitor",Box,16,0,179,196.9,08712581776367,359.00,,"
	Philips 242E1GSJ 23.8&quot; FHD 144HZ Freesync Gaming Monitor
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_8943694471631755492.jpg
"24"" Monitor",1650,242S1AE,"Philips 242S1AE 23.8"" IPS Monitor H-Adj DP HDMI DVI VGA Spk",MOP242S1AE,Philips,"Philips 242S1AE 24"" IPS Monitor H-Adj DP, HDMI, DVI, VGA Spk",Box,16,0,143,157.3,08712581773045,259.00,,"
	Philips 242S1AE 24&quot; IPS Monitor H-Adj DP, HDMI, DVI, VGA Spk
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_8843220961616050009.jpg
"24"" Monitor",1650,243B1,"Philips 243B1 23.8""  IPS  USB-C docking monitor",MOP243B1,Philips,"Philips 243B1 23.8' IPS  USB-C docking monitor ",Box,16,0,289,317.9,08712581774523,379.00,,"
	Philips 243B1 23.8&#39; IPS USB-C docking monitor
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_531100401617252272.jpg
"24"" Monitor",1650,243B1JH,"Philips 243B1JH 23.8"" IPS  USB-C DOCK Monitor Hdmi DP H-Adj",MOP243B1JH,Philips,"PHILIPS 23.8"" (16:9) FHD IPS LED, HDMI, DP, USB-C DOCK, RJ45, WEBCAM, H/ADJ,SPKR, 4YR",Box,12,0,399,438.9,08712581797645,768.90,,"
	PHILIPS 23.8&quot; (16:9) FHD IPS LED, HDMI, DP, USB-C DOCK, RJ45, WEBCAM, H/ADJ,SPKR, 4YR
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_8345865341675382642.jpg
"24"" Monitor",1650,243B9,"Philips 243B9 23.8"" OfficePro USB-C Docking Monitor",MOP243B9,Philips,"Philips 243B9 23.8"" OfficePro Series IPS monitor with USB-C Docking.  VGA, HDMI, Display Port & speakers.",Box,16,0,272,299.2,08712581766337,319.00,,"
	Philips 243B9 23.8&quot; OfficePro USB-C Docking Monitor
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_1479112531597275360.jpg
"24"" Monitor",1650,24B1U5301H,"Philips 24B1U5301H 23.8"" IPS USB-C DOCK WEBCAM Monitor",MOP24B1U5301H,Philips,"PHILIPS 23.8"" (16:9) FHD IPS LED, HDMI, DP, USB-C DOCK, RJ45, 5MP WEBCAM, H/ADJ, SPKR, 4YR",Box,14,0,384,422.4,,603.90,,"
	PHILIPS 23.8&quot; (16:9) FHD IPS LED, HDMI, DP, USB-C DOCK, RJ45, 5MP WEBCAM, H/ADJ, SPKR, 4YR
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_783091501696317807.jpg
"24"" Monitor",1650,24B3CA3,"AOC 24B3CA3 23.8"" Business FHD monitor USB-C Speaker Hub",MOAO24B3CA3,AOC,"AOC 24B3CA3 23.8"" Business FHD monitor USB-C Speaker Hub",Box,14,0,173,190.3,06973985233234,219.00,,"
	AOC 24B3CA3 23.8&quot; Business FHD monitor USB-C Speaker Hub
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_8185697731755475731.jpg
"24"" Monitor",1650,24B3HA3,"AOC 24B3HA3 23.8"" IPS Monitor 120Hz VGA HDMI Speaker",MOAO24B3HA3,AOC,"AOC 24B3HA3 23.8"" IPS Monitor 120Hz VGA HDMI Speaker",Box,12,4,119,130.9,06973985233197,155.00,,"
	AOC 24B3HA3 23.8&quot; IPS Monitor 120Hz VGA HDMI Speaker
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_2093206031753922503.jpg
"24"" Monitor",1650,24BL650C-B,"LG 24BL650C 24"" IPS Monitor H-ADJ Speaker ",MOLG24BL650C,LG,"LG 24"" (16:9) FHD IPS LED, HDMI, DP, USB-C, USB(2), SPKR, H/ADJ, VESA, (SLIM BEZEL), 3YR",Box,15,0,199,218.9,00719192629776,439.00,,"
	LG 24&quot; (16:9) FHD IPS LED, HDMI, DP, USB-C, USB(2), SPKR, H/ADJ, VESA, (SLIM BEZEL), 3YR
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_2067371281659417408.jpg
"24"" Monitor",1650,24E1N1100AW,"Philips 24E1N1100AW 24"" White Full HD LED Monitor",MOP24E1N1100AW,Philips,"Philips 24E1N1100AW 24"" White Full HD LED Monitor",Box,12,-2,108,118.8,,141.90,,"Philips 24E1N1100AW 24"" White Full HD LED Monitor",
"24"" Monitor",1650,"24E1N1100D ","Philips 24E1N1100D 23.8"" IPS 100Hz HDMI/DVI/VGA Monitor",MOP24E1N1100D,Philips,"Philips 24E1N1100D 23.8' IPS 100Hz HDMI/DVI/VGA Monitor ",Box,14,0,108,118.8,8721038000740,130.90,,"
	Philips 24E1N1100D 23.8&#39; IPS 100Hz HDMI/DVI/VGA Monitor
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_8114922371716351314.jpg
"24"" Monitor",1650,24E1N1200A,"Philips 24E1N1200A 23.8"" IPS 100Hz 1ms Monitor DP, Speaker",MOP24E1N1200A,Philips,"Philips 24E1N1200A 23.8"" IPS 100Hz 1ms Monitor DP, Speaker",Box,12,5,126,138.6,8721038000931,152.90,,"
	Philips 24E1N1200A 23.8&quot; IPS 100Hz 1ms Monitor DP, Speaker
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_4566912251724910717.jpg
"24"" Monitor",1650,24E1N3300A,"Philips 24E1N3300A 23.8"" USB-C PD 65W IPS Speaker Monitor",MOP24E1N3300A,Philips,"Philips 24E1N3300A 23.8"" USB-C IPS Freesync Monitor ",Box,12,1,215,236.5,,249.00,,"
	Philips 24E1N3300A 23.8&quot; USB-C IPS Freesync Monitor
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_4757794291714092195.jpg
"24"" Monitor",1650,24E1N5300HE/75,"Philips 24E1N5300HE 23.8"" Webcam IPS Monitor ",MOP24E1N5300HE,Philips,"Philips 24E1N5300HE 23.8"" Webcam IPS Monitor ",Box,12,0,296,325.6,,,,"
	Philips 24E1N5300HE 23.8&quot; Webcam IPS Monitor
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_2641559821679875996.jpg
"24"" Monitor",1650,24E3QAF,"AOC 24E3QAF 23.8"" IPS Business Monitor Speaker H-Adj DP HDMI",MOAO24E3QAF,AOC,"AOC 24E3QAF 23.8"" IPS Business Monitor VGA HDMI DP Speaker",Box,14,3,162,178.2,06973985231377,217.00,,"
	AOC 24E3QAF 23.8&quot; IPS Business Monitor VGA HDMI DP Speaker
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_7291064611714547429.jpg
"24"" Monitor",1650,24G11ZE,"AOC 24G11ZE 23.8"" IPS Gaming monitor FHD 240Hz HDMI DP",MOAO24G11ZE,AOC,"AOC 24G11ZE 23.8"" IPS Gaming monitor FHD 240Hz HDMI DP",Box,14,1,150,165,6973985233036,169.00,,"
	AOC 24G11ZE 23.8&quot; IPS Gaming monitor FHD 240Hz HDMI DP
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_3639309431755474569.jpg
"24"" Monitor",1650,24G15N,"AOC 24G15N 23.8"" 180 Hz Gaming Monitor HDMI DP",MOAO24G15N,AOC,"AOC 24G15N 23.8"" 180 Hz Gaming Monitor HDMI DP",Box,14,1,117,128.7,06973985231674,229.00,,"
	AOC 24G15N 23.8&quot; 180 Hz Gaming Monitor HDMI DP
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_2391792561717399459.jpg
"24"" Monitor",1650,24G4,"AOC 24G4 23.8"" IPS 180Hz Gaming Monitor FHD 1ms",MOAO24G4,AOC,"AOC 24G4 23.8"" IPS 180Hz Gaming Monitor FHD 1ms ",Box,15,3,189,207.9,06973985231346,263.00,,"
	AOC 24G4 23.8&quot; IPS 180Hz Gaming Monitor FHD 1ms
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_8868953281705625509.jpg
"24"" Monitor",1650,24M1N3200Z,"Philips 24M1N3200Z 23.8"" Gaming 165Hz IPS Monitor Height-Adj",MOP24M1N3200Z,Philips,"Philips 24M1N3200Z 23.8"" Gaming 165Hz IPS Monitor Height-Adj",Box,16,2,215,236.5,08712581777906,169.00,,"
	Philips 24M1N3200Z 23.8&quot; Gaming 165Hz IPS Monitor Height-Adj
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_4622182241646270039.jpg
"24"" Monitor",1650,24M2N3200S,"Philips 24M2N3200S 23.8' Fast IPS 0.5ms 180Hz Spk Monitor",MOP24M2N3200S,Philips,"Philips 24M2N3200S 23.8' Fast IPS 0.5ms 180Hz Spk Monitor",Box,15,5,208,228.8,,239.00,,"
	Philips 24M2N3200S 23.8&#39; Fast IPS 0.5ms 180Hz Spk Monitor
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_9964866521721950183.jpg
"24"" Monitor",1650,24MQ400-B,"LG 24MQ400-B 23.8"" IPS Monitor HDMI ",MOLG24MQ400-B,Philips,"LG 23.8'' Full HD IPS Monitor with AMD FreeSync -Resolution 1920 x 1080  -3 YEARS WARRANTY",Box,12,0,116,127.6,4.71138E+12,109.00,,"LG 23.8'' Full HD IPS Monitor with AMD FreeSync -Resolution 1920 x 1080  -3 YEARS WARRANTY",
"24"" Monitor",1650,25G3ZM,"AOC 25G3ZM 24.5"" Gaming Monitor 240Hz",MOAO25G3ZM,AOC,"AOC 25G3ZM 24.5"" Gaming Monitor 240Hz",Box,12,1,225,247.5,06973985231483,309.00,,"
	AOC 25G3ZM 24.5&quot; Gaming Monitor 240Hz
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_139713851692068160.jpg
"24"" Monitor",1650,25G4K,"AOC 25G4K 24.5"" Fast IPS Gaming Monitor 420Hz HDR400 2x HDMI DP",MOAO25G4K,AOC,"AOC 25G4K 24.5"" Fast IPS Gaming Monitor 420Hz HDR400 2x HDMI DP",Box,15,0,305,335.5,06973985233494,,,"
	AOC 25G4K 24.5&quot; Fast IPS Gaming Monitor 420Hz HDR400 2x HDMI DP
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_8675058211756775990.png
"24"" Monitor",1650,25G4S,"AOC 25G4S 24.5"" 310 Hz fast IPS Gaming monitor FHD 2xHDMI DP",MOAO25G4S,AOC,"AOC 25G4S 24.5"" 310 Hz fast IPS Gaming monitor FHD 2xHDMI DP",Box,14,0,258,283.8,06973985232428,299.00,,"
	AOC 25G4S 24.5&quot; 310 Hz fast IPS Gaming monitor FHD 2xHDMI DP
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_2847176401755227135.jpg
"24"" Monitor",1650,62AEKAR2AU,"Lenovo 62AEKAR2AU S24E-20 23.8"" ThinkVision Monitor",MOL62AEKAR2AU,Lenovo,"LENOVO S24E-20 23.8"" WLED FHD (16:9), ANTI-GLARE, VGA+HDMI, TILT STAND, 3YR",Box,16,0,155,170.5,00195348151351,299.00,,"
	LENOVO S24E-20 23.8&quot; WLED FHD (16:9), ANTI-GLARE, VGA+HDMI, TILT STAND, 3YR
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_4142772321627878695.jpg
"24"" Monitor",1650,62B0MAR1AU,"Lenovo 62B0MAR1AU THINKVISION T24I-2L 23.8"" HAdjust Monitor",MOL62B0MAR1AU,Lenovo,"LENOVO T24I-2L 23.8"" WLED IPS  (16:9), ANTI-GLARE, VGA+DP+HDMI, USB 3.2, HGT ADJ, 3YR",Box,12,0,250,275,4.71139E+12,79.00,,"
	LENOVO T24I-2L 23.8&quot; WLED IPS (16:9), ANTI-GLARE, VGA+DP+HDMI, USB 3.2, HGT ADJ, 3YR
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_7479159461658900841.jpg
"24"" Monitor",1650,62C7MAR4AU,"Lenovo 62C7MAR4AU THINKVISION E24-28 23.8"" H-ADJ Monitor",MOL62C7MAR4AU,Lenovo,"LENOVO E24-28 23.8"" FHD (16:9), VGA + DP + HDMI, TILT & PIVOT, HGT ADJ, SPK, 3YR",Box,15,0,229,251.9,1.95478E+11,239.00,,"
	LENOVO E24-28 23.8&quot; FHD (16:9), VGA + DP + HDMI, TILT &amp; PIVOT, HGT ADJ, SPK, 3YR
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_6138566881660537984.jpg
"24"" Monitor",1650,62CDGAR6AU,"Lenovo 62CDGAR6AU T24M-20 23.8"" Monitor Lan HDMI DP USBC ",MOL62CDGAR6AU,Lenovo,"LENOVO T24M-20 23.8""FHD (16:9), DP + HDMI + USBC + DP, TILT/SWIV/H-ADJ, 3YR",Box,14,0,265,291.5,,449.00,,"
	LENOVO T24M-20 23.8&quot;FHD (16:9), DP + HDMI + USBC + DP, TILT/SWIV/H-ADJ, 3YR
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_2415428061660539267.jpg
"24"" Monitor",1650,63DCKAR6AU,"Lenovo 63DCKAR6AU C24-40 23.8"" Full-HD Monitor HDMI VGA",MOL63DCKAR6AU,Lenovo,"Lenovo 63DCKAR6AU C24-40 23.8"" Full-HD Monitor HDMI VGA",Box,12,0,109,119.9,4.71801E+12,179.00,,"
	Lenovo 63DCKAR6AU C24-40 23.8&quot; Full-HD Monitor HDMI VGA
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_5328167481688366210.jpg
"24"" Monitor",1650,64A4MARXAU,"Lenovo 64A4MARXAU ThinkVision T24i-40 23.8"" 120Hz FHD Monitor 1920x1080 16:9 Height Adjustable ",MOL64A4MARXAU,Lenovo,"Lenovo 64A4MARXAU ThinkVision T24i-40 23.8"" 120Hz FHD Monitor 1920x1080 16:9 Height Adjustable ",,12,0,188,206.8,198155418853,,,"Lenovo 64A4MARXAU ThinkVision T24i-40 23.8"" 120Hz FHD Monitor 1920x1080 16:9 Height Adjustable ",
"24"" Monitor",1650,9TT78AA,"HP ProDisplay P24V G4 9TT78AA 23.8"" IPS monitor VGA HDMI",MOH9TT78AA,HP,"HP P24v G4 FHD Monitor",Box,15,0,195,214.5,00194721957726,339.90,,"
	HP P24v G4 FHD Monitor
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_9386227521655858267.jpg
